time,frequency,confidence
267.580,132.441,0.444296
267.590,131.425,0.422942
267.600,131.541,0.407911
267.610,131.684,0.495667
267.620,131.771,0.517064
267.630,132.179,0.466723
267.640,132.408,0.541627
267.650,131.924,0.625537
267.660,131.600,0.600515
267.670,131.520,0.551678
267.680,131.299,0.737951
267.690,131.470,0.693740
267.700,132.204,0.621043
267.710,132.108,0.622307
267.720,131.628,0.563222
267.730,131.675,0.503401
267.740,131.306,0.521267
267.750,131.476,0.538953
267.760,131.545,0.490580
267.770,131.480,0.491046
267.780,131.965,0.420099
267.790,131.974,0.318727
267.800,263.563,0.417669
267.810,264.968,0.391189
267.820,266.377,0.437820
267.830,266.081,0.558084
267.840,265.344,0.543089
267.850,264.776,0.473562
267.860,131.738,0.517712
267.870,264.629,0.428363
267.880,265.359,0.360514
267.890,133.055,0.394430
267.900,133.417,0.352510
267.910,133.115,0.381459
267.920,267.342,0.490770
267.930,266.478,0.500163
267.940,266.174,0.595402
267.950,265.813,0.553929
267.960,132.894,0.354863
267.970,65.859,0.573802
267.980,65.752,0.276829
267.990,131.965,0.317702
268.000,131.855,0.303567
268.010,131.649,0.264845
268.020,132.322,0.384124
268.030,131.675,0.395254
268.040,65.570,0.338799
268.050,131.776,0.326585
268.060,132.649,0.337396
268.070,66.018,0.547579
268.080,65.908,0.367946
268.090,65.825,0.609143
268.100,65.777,0.433764
268.110,65.712,0.407469
268.120,65.610,0.274236
268.130,132.413,0.254305
268.140,593.076,0.226580
268.150,594.287,0.351806
268.160,197.935,0.148958
268.170,196.599,0.272846
268.180,195.196,0.265494
268.190,194.406,0.335980
268.200,588.006,0.763004
268.210,590.067,0.700224
268.220,590.480,0.675145
268.230,591.701,0.647358
268.240,198.137,0.275367
268.250,196.491,0.419895
268.260,196.147,0.506138
268.270,197.401,0.602051
268.280,197.794,0.406945
268.290,65.933,0.795951
268.300,65.791,0.729609
268.310,65.632,0.834286
268.320,65.731,0.794509
268.330,65.750,0.718760
268.340,65.748,0.601852
268.350,65.950,0.489544
268.360,197.444,0.537395
268.370,197.516,0.600396
268.380,196.850,0.629709
268.390,197.245,0.697833
268.400,197.031,0.470164
268.410,134.116,0.646829
268.420,133.080,0.729101
268.430,131.837,0.654925
268.440,131.396,0.545992
268.450,131.082,0.528474
268.460,131.486,0.420663
268.470,131.648,0.299657
268.480,65.306,0.309172
268.490,65.390,0.437140
268.500,65.378,0.329238
268.510,65.221,0.365131
268.520,130.288,0.453359
268.530,131.131,0.233838
268.540,225.001,0.150978
268.550,441.647,0.200211
268.560,442.370,0.333502
268.570,443.776,0.284080
268.580,64.521,0.320587
268.590,64.469,0.199851
268.600,64.360,0.141421
268.610,883.034,0.168633
268.620,132.832,0.166964
268.630,65.621,0.204068
268.640,65.743,0.529477
268.650,65.671,0.514092
268.660,65.686,0.486058
268.670,65.867,0.227123
268.680,132.965,0.286195
268.690,65.867,0.382732
268.700,65.814,0.377944
268.710,65.546,0.511989
268.720,65.109,0.308453
268.730,130.375,0.283980
268.740,131.754,0.391958
268.750,130.494,0.277568
268.760,133.290,0.158939
268.770,132.731,0.120158
268.780,178.323,0.464119
268.790,177.506,0.612383
268.800,178.486,0.195372
268.810,446.223,0.225879
268.820,889.034,0.185220
268.830,176.084,0.378459
268.840,446.155,0.328872
268.850,446.230,0.218352
268.860,894.427,0.186184
268.870,175.689,0.387512
268.880,176.054,0.473692
268.890,174.810,0.674399
268.900,174.466,0.628605
268.910,174.861,0.475992
268.920,166.652,0.432991
268.930,166.283,0.403966
268.940,167.823,0.327911
268.950,167.598,0.179129
268.960,191.427,0.126569
268.970,192.057,0.123115
268.980,134.772,0.511348
268.990,133.728,0.374741
269.000,266.874,0.649417
269.010,267.066,0.639835
269.020,266.903,0.364706
269.030,267.237,0.459945
269.040,267.512,0.549080
269.050,265.928,0.450643
269.060,172.693,0.213842
269.070,133.951,0.394536
269.080,133.423,0.346645
269.090,134.335,0.315483
269.100,132.172,0.450021
269.110,131.098,0.374261
269.120,129.883,0.462912
269.130,130.140,0.360052
269.140,132.287,0.285555
269.150,132.822,0.189110
269.160,301.700,0.140546
269.170,301.570,0.177276
269.180,133.873,0.148105
269.190,135.073,0.149409
269.200,135.434,0.267946
269.210,133.016,0.224357
269.220,43.757,0.454869
269.230,134.155,0.160654
269.240,43.472,0.158954
269.250,43.634,0.269181
269.260,43.795,0.209052
269.270,43.838,0.292142
269.280,43.951,0.535984
269.290,43.982,0.480585
269.300,44.066,0.374309
269.310,44.060,0.562885
269.320,43.883,0.645323
269.330,43.831,0.639574
269.340,43.639,0.381978
269.350,172.100,0.425958
269.360,173.660,0.305777
269.370,131.294,0.334209
269.380,132.528,0.441599
269.390,133.293,0.433772
269.400,133.088,0.475683
269.410,267.269,0.593455
269.420,132.710,0.244047
269.430,132.261,0.262054
269.440,267.121,0.332029
269.450,892.166,0.187349
269.460,177.561,0.296687
269.470,177.244,0.571940
269.480,177.276,0.596496
269.490,175.830,0.672577
269.500,175.363,0.521028
269.510,174.925,0.255962
269.520,867.884,0.176064
269.530,883.319,0.325178
269.540,886.916,0.460038
269.550,892.613,0.578331
269.560,895.736,0.409781
269.570,896.837,0.409968
269.580,132.889,0.103699
269.590,129.941,0.248204
269.600,129.103,0.233808
269.610,43.623,0.365852
269.620,131.498,0.500722
269.630,130.940,0.435265
269.640,131.072,0.415648
269.650,131.765,0.560943
269.660,132.064,0.575071
269.670,132.452,0.429624
269.680,131.986,0.283057
269.690,132.651,0.300701
269.700,133.138,0.384135
269.710,133.998,0.165621
269.720,137.269,0.173270
269.730,324.861,0.128878
269.740,324.916,0.135289
269.750,32.578,0.151930
269.760,168.844,0.060444
269.770,168.065,0.234556
269.780,167.738,0.388681
269.790,166.548,0.376817
269.800,173.499,0.354573
269.810,175.091,0.597550
269.820,174.955,0.336362
269.830,174.862,0.299319
269.840,176.795,0.231801
269.850,174.751,0.306465
269.860,173.018,0.338583
269.870,43.275,0.187056
269.880,43.782,0.208749
269.890,174.498,0.142548
269.900,43.380,0.209155
269.910,43.666,0.232738
269.920,43.843,0.204580
269.930,43.931,0.306482
269.940,265.430,0.358142
269.950,264.623,0.408985
269.960,43.513,0.385896
269.970,43.598,0.317548
269.980,132.422,0.259783
269.990,131.097,0.473244
270.000,264.043,0.344959
270.010,264.673,0.514462
270.020,264.141,0.517895
270.030,132.679,0.343133
270.040,132.492,0.448785
270.050,133.398,0.406558
270.060,133.720,0.353323
270.070,133.979,0.270789
270.080,527.583,0.515724
270.090,526.927,0.553260
270.100,526.102,0.476767
270.110,525.025,0.560924
270.120,525.826,0.447721
270.130,529.095,0.485219
270.140,266.097,0.535469
270.150,264.336,0.545714
270.160,264.196,0.536325
270.170,264.912,0.561136
270.180,264.842,0.623835
270.190,264.490,0.692264
270.200,264.481,0.742927
270.210,262.376,0.820863
270.220,262.510,0.824885
270.230,262.110,0.592386
270.240,522.813,0.518869
270.250,263.776,0.649358
270.260,263.379,0.602549
270.270,262.497,0.612249
270.280,524.787,0.750125
270.290,524.183,0.632296
270.300,522.287,0.621831
270.310,524.901,0.645580
270.320,528.137,0.465673
270.330,119.696,0.316531
270.340,118.704,0.358280
270.350,178.252,0.256791
270.360,182.831,0.212215
270.370,178.290,0.292497
270.380,175.289,0.230445
270.390,266.203,0.184590
270.400,263.067,0.267677
270.410,263.482,0.117021
270.420,263.868,0.139189
270.430,266.130,0.186044
270.440,134.982,0.217215
270.450,266.375,0.255893
270.460,175.373,0.424732
270.470,176.531,0.475506
270.480,176.767,0.557057
270.490,175.811,0.365380
270.500,267.658,0.333400
270.510,264.831,0.483365
270.520,264.092,0.510110
270.530,266.449,0.354759
270.540,269.325,0.310401
270.550,88.387,0.270280
270.560,87.527,0.290942
270.570,87.356,0.377336
270.580,87.527,0.468692
270.590,87.791,0.515721
270.600,87.814,0.493333
270.610,87.744,0.501108
270.620,87.572,0.565206
270.630,87.407,0.453211
270.640,87.533,0.478342
270.650,87.587,0.444618
270.660,87.543,0.549376
270.670,87.404,0.526392
270.680,87.625,0.506918
270.690,87.580,0.524379
270.700,87.522,0.420235
270.710,87.452,0.280503
270.720,87.787,0.185823
270.730,178.083,0.238203
270.740,178.996,0.134771
270.750,177.394,0.245358
270.760,888.279,0.336255
270.770,887.496,0.583143
270.780,884.943,0.611284
270.790,883.538,0.720526
270.800,882.633,0.721406
270.810,880.207,0.710816
270.820,883.259,0.613711
270.830,882.003,0.397682
270.840,884.771,0.207302
270.850,175.234,0.149905
270.860,174.449,0.253618
270.870,174.661,0.386672
270.880,177.104,0.251139
270.890,177.697,0.214790
270.900,268.322,0.194735
270.910,33.403,0.272334
270.920,33.527,0.175648
270.930,192.825,0.148102
270.940,267.772,0.057492
270.950,173.676,0.063694
270.960,262.614,0.179660
270.970,264.513,0.176066
270.980,266.229,0.315118
270.990,268.467,0.221207
271.000,175.284,0.118418
271.010,138.643,0.122833
271.020,135.198,0.080999
271.030,43.816,0.180449
271.040,132.992,0.196975
271.050,131.436,0.303874
271.060,131.677,0.199761
271.070,131.460,0.190781
271.080,129.828,0.097529
271.090,132.795,0.112814
271.100,133.455,0.050684
271.110,174.239,0.150626
271.120,176.011,0.091750
271.130,132.724,0.187853
271.140,133.791,0.209236
271.150,43.900,0.204929
271.160,134.379,0.276512
271.170,135.000,0.136303
271.180,44.312,0.268440
271.190,44.104,0.322083
271.200,43.600,0.524011
271.210,43.743,0.276597
271.220,43.964,0.224345
271.230,43.901,0.710463
271.240,43.830,0.792064
271.250,43.997,0.799984
271.260,44.087,0.500896
271.270,43.960,0.350244
271.280,132.363,0.481280
271.290,132.744,0.784218
271.300,132.673,0.692608
271.310,132.753,0.690102
271.320,133.104,0.618915
271.330,133.262,0.657286
271.340,132.623,0.775622
271.350,132.462,0.641627
271.360,131.286,0.553021
271.370,130.978,0.336761
271.380,265.112,0.216936
271.390,267.645,0.235640
271.400,266.664,0.174885
271.410,87.507,0.202968
271.420,86.562,0.235546
271.430,86.562,0.259180
271.440,223.067,0.235596
271.450,221.664,0.246443
271.460,221.158,0.279071
271.470,221.493,0.411423
271.480,220.284,0.204379
271.490,444.652,0.192144
271.500,180.733,0.246657
271.510,458.631,0.359244
271.520,462.624,0.235673
271.530,193.870,0.235072
271.540,226.301,0.222646
271.550,227.784,0.329230
271.560,227.718,0.346705
271.570,462.210,0.315025
271.580,462.234,0.545800
271.590,461.519,0.583431
271.600,462.449,0.607149
271.610,460.566,0.556918
271.620,460.483,0.700663
271.630,461.506,0.689507
271.640,461.218,0.529433
271.650,460.587,0.671225
271.660,458.424,0.482580
271.670,460.086,0.381573
271.680,152.356,0.240881
271.690,152.789,0.284283
271.700,303.785,0.254248
271.710,304.719,0.155429
271.720,300.664,0.151681
271.730,588.729,0.404630
271.740,589.777,0.416816
271.750,589.685,0.337744
271.760,133.435,0.302506
271.770,133.928,0.294695
271.780,132.980,0.341728
271.790,131.371,0.219702
271.800,583.231,0.306154
271.810,584.573,0.570467
271.820,585.033,0.671430
271.830,584.431,0.571995
271.840,581.899,0.315332
271.850,178.710,0.249229
271.860,176.889,0.203551
271.870,119.902,0.171490
271.880,173.712,0.439886
271.890,175.168,0.416120
271.900,177.113,0.312583
271.910,178.376,0.624721
271.920,178.097,0.616999
271.930,176.665,0.405341
271.940,129.622,0.219082
271.950,132.391,0.147297
271.960,349.988,0.166387
271.970,350.057,0.289577
271.980,350.669,0.187281
271.990,350.967,0.244515
272.000,261.310,0.098562
272.010,1418.065,0.065746
272.020,51.524,0.063533
272.030,352.486,0.108164
272.040,1961.408,0.074211
272.050,689.167,0.048023
272.060,172.122,0.048351
272.070,169.742,0.202482
272.080,166.905,0.106959
272.090,175.331,0.149020
272.100,178.015,0.481543
272.110,175.309,0.312325
272.120,116.571,0.391908
272.130,297.714,0.158376
272.140,33.525,0.077058
272.150,33.059,0.227726
272.160,116.933,0.374906
272.170,116.698,0.545449
272.180,116.803,0.440352
272.190,116.871,0.530398
272.200,116.417,0.420675
272.210,116.769,0.439344
272.220,116.605,0.438640
272.230,116.652,0.430985
272.240,116.796,0.457066
272.250,117.128,0.442001
272.260,116.443,0.282787
272.270,116.345,0.238688
272.280,115.891,0.444999
272.290,115.997,0.484160
272.300,116.243,0.473201
272.310,115.855,0.493083
272.320,115.612,0.474836
272.330,115.812,0.549612
272.340,116.138,0.471794
272.350,115.760,0.294033
272.360,176.314,0.385804
272.370,176.336,0.282380
272.380,175.631,0.352867
272.390,176.735,0.296859
272.400,176.212,0.213737
272.410,287.261,0.453120
272.420,287.435,0.527296
272.430,288.961,0.463602
272.440,294.179,0.370726
272.450,296.737,0.253417
272.460,296.824,0.241125
272.470,296.358,0.206341
272.480,453.695,0.158130
272.490,115.684,0.230645
272.500,117.083,0.230976
272.510,58.352,0.278095
272.520,58.280,0.346771
272.530,58.227,0.305634
272.540,58.276,0.351045
272.550,233.662,0.422827
272.560,233.993,0.435207
272.570,234.506,0.517393
272.580,233.952,0.596991
272.590,233.435,0.482135
272.600,232.977,0.454493
272.610,232.606,0.390506
272.620,880.165,0.263360
272.630,230.581,0.318303
272.640,231.157,0.285804
272.650,231.570,0.319748
272.660,116.029,0.436376
272.670,115.656,0.588912
272.680,115.771,0.589897
272.690,116.041,0.619034
272.700,116.165,0.520737
272.710,117.119,0.532313
272.720,117.568,0.509518
272.730,117.703,0.515896
272.740,117.803,0.489812
272.750,117.418,0.493561
272.760,117.471,0.519172
272.770,117.513,0.534129
272.780,117.484,0.668357
272.790,117.583,0.588133
272.800,117.525,0.587978
272.810,117.533,0.435441
272.820,116.767,0.367242
272.830,116.436,0.232205
272.840,178.026,0.219229
272.850,178.794,0.211993
272.860,303.390,0.248407
272.870,114.168,0.148813
272.880,178.476,0.097447
272.890,264.822,0.126210
272.900,268.243,0.356550
272.910,178.347,0.164899
272.920,176.706,0.414390
272.930,176.692,0.211354
272.940,292.490,0.225471
272.950,175.304,0.222077
272.960,228.686,0.177487
272.970,266.194,0.237928
272.980,119.404,0.179507
272.990,118.096,0.177952
273.000,116.776,0.256323
273.010,116.169,0.461125
273.020,115.983,0.394206
273.030,115.610,0.320909
273.040,116.337,0.258139
273.050,282.764,0.205400
273.060,280.138,0.286021
273.070,261.263,0.116671
273.080,279.350,0.129442
273.090,279.737,0.165853
273.100,115.811,0.227389
273.110,115.709,0.176800
273.120,115.554,0.161875
273.130,115.524,0.219880
273.140,116.374,0.227838
273.150,117.161,0.289396
273.160,116.876,0.251054
273.170,117.134,0.207321
273.180,116.362,0.158396
273.190,115.932,0.305383
273.200,116.186,0.297871
273.210,116.591,0.310610
273.220,116.533,0.412167
273.230,116.071,0.335246
273.240,115.954,0.194097
273.250,176.520,0.498355
273.260,175.990,0.497237
273.270,174.964,0.324677
273.280,260.349,0.195412
273.290,117.127,0.169088
273.300,784.475,0.132426
273.310,784.916,0.294166
273.320,785.304,0.203445
273.330,785.343,0.312148
273.340,262.495,0.345908
273.350,263.091,0.462991
273.360,263.135,0.349654
273.370,262.097,0.238519
273.380,57.756,0.531294
273.390,57.456,0.440609
273.400,57.577,0.165349
273.410,116.055,0.089934
273.420,115.591,0.177210
273.430,114.384,0.108678
273.440,278.385,0.122459
273.450,277.404,0.123417
273.460,55.819,0.171986
273.470,56.745,0.442195
273.480,56.079,0.453476
273.490,56.324,0.283885
273.500,56.219,0.369798
273.510,56.344,0.174444
273.520,272.523,0.101494
273.530,173.422,0.272089
273.540,173.824,0.352120
273.550,172.964,0.220437
273.560,166.796,0.114935
273.570,116.087,0.123934
273.580,262.480,0.110875
273.590,266.833,0.114428
273.600,135.285,0.102393
273.610,132.405,0.059739
273.620,129.592,0.032310
273.630,128.943,0.086235
273.640,129.469,0.427011
273.650,128.257,0.274950
273.660,132.605,0.281401
273.670,132.938,0.359806
273.680,132.785,0.356439
273.690,132.644,0.285361
273.700,131.732,0.404360
273.710,131.655,0.497588
273.720,132.298,0.580515
273.730,131.195,0.565371
273.740,130.970,0.400511
273.750,130.827,0.390157
273.760,131.381,0.350561
273.770,262.839,0.319366
273.780,131.476,0.412331
273.790,262.974,0.408921
273.800,262.853,0.595130
273.810,131.542,0.606420
273.820,131.763,0.577416
273.830,132.043,0.528975
273.840,132.109,0.438029
273.850,131.474,0.422948
273.860,65.258,0.589404
273.870,131.275,0.585454
273.880,131.614,0.669405
273.890,131.568,0.673141
273.900,131.485,0.602206
273.910,131.786,0.608542
273.920,131.495,0.585972
273.930,131.347,0.522578
273.940,65.337,0.597509
273.950,65.256,0.616070
273.960,65.319,0.516923
273.970,131.765,0.419918
273.980,65.412,0.543307
273.990,65.140,0.612728
274.000,65.396,0.796956
274.010,65.474,0.729319
274.020,65.356,0.654990
274.030,65.430,0.399115
274.040,265.352,0.576206
274.050,263.847,0.720204
274.060,263.190,0.827885
274.070,263.357,0.832317
274.080,262.764,0.817066
274.090,263.033,0.714413
274.100,263.348,0.679114
274.110,262.827,0.680343
274.120,262.821,0.624610
274.130,261.983,0.597571
274.140,261.406,0.468240
274.150,261.813,0.491052
274.160,261.590,0.507383
274.170,260.952,0.491383
274.180,261.440,0.581995
274.190,261.588,0.606855
274.200,261.510,0.643306
274.210,262.251,0.578509
274.220,263.188,0.461374
274.230,65.535,0.462228
274.240,65.472,0.322699
274.250,65.425,0.597833
274.260,65.295,0.561105
274.270,65.352,0.676374
274.280,65.314,0.786252
274.290,65.372,0.851145
274.300,65.515,0.720138
274.310,65.431,0.755935
274.320,65.385,0.495654
274.330,65.473,0.601134
274.340,65.342,0.495198
274.350,65.416,0.393405
274.360,65.441,0.604136
274.370,65.316,0.329721
274.380,65.462,0.192847
274.390,32.940,0.110628
274.400,64.527,0.247638
274.410,32.729,0.080633
274.420,32.777,0.098763
274.430,65.074,0.130455
274.440,132.237,0.196748
274.450,132.353,0.404691
274.460,132.281,0.487230
274.470,263.289,0.315737
274.480,260.905,0.268821
274.490,265.800,0.248632
274.500,194.818,0.195787
274.510,268.050,0.186222
274.520,266.126,0.200225
274.530,263.562,0.303106
274.540,131.164,0.347282
274.550,65.292,0.421655
274.560,65.348,0.357857
274.570,65.435,0.247801
274.580,263.871,0.138950
274.590,261.956,0.146076
274.600,263.491,0.290652
274.610,266.618,0.489257
274.620,265.862,0.606480
274.630,265.756,0.704744
274.640,266.029,0.685640
274.650,265.736,0.663868
274.660,263.614,0.622301
274.670,262.477,0.560256
274.680,261.979,0.657792
274.690,262.432,0.607900
274.700,263.147,0.695882
274.710,263.379,0.553179
274.720,264.802,0.419483
274.730,264.621,0.409761
274.740,266.513,0.288588
274.750,434.692,0.129461
274.760,429.741,0.100884
274.770,272.212,0.077093
274.780,130.101,0.149698
274.790,404.281,0.256784
274.800,401.346,0.473380
274.810,401.946,0.655569
274.820,399.078,0.688989
274.830,398.394,0.512905
274.840,132.886,0.413995
274.850,132.322,0.340166
274.860,267.269,0.511859
274.870,266.175,0.554996
274.880,265.282,0.627778
274.890,132.264,0.699992
274.900,132.526,0.759120
274.910,132.407,0.652803
274.920,133.390,0.421200
274.930,140.861,0.162698
274.940,139.255,0.169400
274.950,137.556,0.361668
274.960,135.047,0.679862
274.970,134.140,0.600366
274.980,133.042,0.559363
274.990,132.756,0.396007
275.000,132.316,0.169717
275.010,132.419,0.140327
275.020,333.774,0.184151
275.030,32.435,0.173826
275.040,133.544,0.083161
275.050,134.663,0.067421
275.060,134.061,0.065147
275.070,326.439,0.124842
275.080,351.490,0.200064
275.090,348.871,0.231781
275.100,349.592,0.244450
275.110,343.868,0.208287
275.120,346.290,0.190873
275.130,145.329,0.168726
275.140,145.708,0.204171
275.150,147.003,0.320929
275.160,147.823,0.205037
275.170,145.052,0.442124
275.180,36.676,0.306168
275.190,145.761,0.222002
275.200,133.348,0.239050
275.210,132.269,0.232756
275.220,295.049,0.384464
275.230,295.596,0.438381
275.240,298.386,0.476513
275.250,299.297,0.364147
275.260,296.369,0.549611
275.270,334.635,0.500377
275.280,334.077,0.558770
275.290,335.587,0.637549
275.300,334.035,0.731606
275.310,332.216,0.669418
275.320,334.068,0.777589
275.330,333.529,0.830846
275.340,335.947,0.652812
275.350,340.791,0.496521
275.360,347.763,0.385969
275.370,300.829,0.342760
275.380,349.092,0.389880
275.390,298.718,0.506942
275.400,300.140,0.488557
275.410,353.164,0.362308
275.420,349.904,0.504552
275.430,349.528,0.513970
275.440,347.099,0.609500
275.450,347.261,0.526576
275.460,297.063,0.331564
275.470,297.139,0.305267
275.480,296.446,0.281593
275.490,296.462,0.314112
275.500,296.851,0.467909
275.510,296.992,0.444783
275.520,295.059,0.422415
275.530,295.384,0.492230
275.540,294.304,0.497222
275.550,294.365,0.442787
275.560,293.945,0.379997
275.570,292.359,0.281275
275.580,292.393,0.226763
275.590,293.967,0.358182
275.600,295.045,0.506915
275.610,73.950,0.597374
275.620,297.677,0.516366
275.630,148.680,0.394244
275.640,148.517,0.549816
275.650,148.413,0.576124
275.660,73.689,0.601309
275.670,147.773,0.557761
275.680,148.149,0.575682
275.690,148.464,0.538385
275.700,73.864,0.550316
275.710,73.610,0.688006
275.720,73.620,0.740525
275.730,73.667,0.685860
275.740,73.794,0.568767
275.750,73.900,0.617458
275.760,73.712,0.788766
275.770,73.496,0.780988
275.780,73.465,0.744323
275.790,73.574,0.723134
275.800,73.653,0.733366
275.810,73.917,0.558127
275.820,147.951,0.507109
275.830,73.847,0.455846
275.840,73.637,0.681113
275.850,73.513,0.342590
275.860,147.754,0.394034
275.870,148.059,0.393846
275.880,148.719,0.448463
275.890,148.446,0.481928
275.900,148.516,0.413797
275.910,147.949,0.456099
275.920,349.649,0.498361
275.930,347.489,0.424813
275.940,343.225,0.358618
275.950,169.367,0.158129
275.960,175.043,0.311249
275.970,175.884,0.539989
275.980,193.381,0.315839
275.990,183.666,0.293499
276.000,180.610,0.439842
276.010,178.025,0.329165
276.020,177.681,0.382730
276.030,176.589,0.318741
276.040,176.406,0.157959
276.050,176.671,0.486055
276.060,351.830,0.266526
276.070,221.810,0.184648
276.080,346.104,0.238487
276.090,222.429,0.208984
276.100,350.783,0.301494
276.110,351.942,0.277412
276.120,351.216,0.328818
276.130,222.837,0.254548
276.140,177.051,0.283357
276.150,177.419,0.188215
276.160,73.815,0.348866
276.170,73.492,0.313111
276.180,350.919,0.553675
276.190,350.572,0.594878
276.200,349.919,0.496854
276.210,351.063,0.471178
276.220,351.709,0.660992
276.230,350.464,0.567905
276.240,349.627,0.610603
276.250,350.444,0.716937
276.260,351.353,0.643976
276.270,350.713,0.626172
276.280,350.619,0.593130
276.290,349.712,0.718025
276.300,348.726,0.623956
276.310,350.032,0.492057
276.320,351.000,0.507675
276.330,352.525,0.391333
276.340,352.251,0.350726
276.350,294.835,0.264485
276.360,296.976,0.422520
276.370,294.547,0.461707
276.380,296.406,0.292079
276.390,296.529,0.369601
276.400,295.401,0.593796
276.410,296.071,0.589948
276.420,294.517,0.667832
276.430,296.200,0.646557
276.440,297.016,0.704825
276.450,333.293,0.606538
276.460,332.716,0.666786
276.470,332.803,0.581503
276.480,334.237,0.710050
276.490,296.595,0.627230
276.500,295.522,0.576245
276.510,294.142,0.477790
276.520,294.616,0.625108
276.530,295.877,0.461647
276.540,297.881,0.684750
276.550,298.807,0.650166
276.560,297.430,0.600238
276.570,295.722,0.540128
276.580,296.664,0.388035
276.590,148.596,0.401390
276.600,148.132,0.428966
276.610,147.644,0.484584
276.620,147.632,0.492644
276.630,148.977,0.637681
276.640,149.386,0.708801
276.650,148.262,0.776976
276.660,147.962,0.756043
276.670,147.435,0.662982
276.680,148.462,0.519024
276.690,149.851,0.543732
276.700,148.390,0.382116
276.710,147.601,0.327299
276.720,148.673,0.439809
276.730,147.926,0.451491
276.740,445.978,0.385143
276.750,445.698,0.280391
276.760,148.337,0.457123
276.770,148.046,0.505689
276.780,147.691,0.783795
276.790,147.811,0.782217
276.800,148.291,0.753923
276.810,148.318,0.712187
276.820,147.800,0.599653
276.830,147.415,0.547037
276.840,146.746,0.419081
276.850,72.987,0.473494
276.860,72.883,0.648334
276.870,73.206,0.672627
276.880,73.564,0.635440
276.890,147.458,0.729387
276.900,147.210,0.704969
276.910,147.329,0.787956
276.920,147.376,0.779776
276.930,147.711,0.781803
276.940,147.831,0.771465
276.950,147.683,0.375664
276.960,294.316,0.465953
276.970,294.325,0.573710
276.980,295.231,0.619862
276.990,294.035,0.714430
277.000,294.419,0.669513
277.010,295.543,0.580545
277.020,295.492,0.611799
277.030,295.778,0.561436
277.040,296.408,0.509874
277.050,295.294,0.546650
277.060,294.578,0.639534
277.070,294.947,0.590761
277.080,295.224,0.612270
277.090,294.436,0.668803
277.100,293.705,0.570645
277.110,293.459,0.446283
277.120,291.242,0.601464
277.130,146.283,0.358382
277.140,297.540,0.343162
277.150,301.172,0.327504
277.160,306.676,0.240306
277.170,152.144,0.240161
277.180,151.409,0.410305
277.190,150.024,0.317715
277.200,147.117,0.213348
277.210,147.605,0.208833
277.220,147.477,0.398728
277.230,148.546,0.435634
277.240,147.497,0.457286
277.250,147.765,0.404134
277.260,147.260,0.631772
277.270,146.938,0.585107
277.280,147.095,0.620296
277.290,147.190,0.660122
277.300,146.958,0.710434
277.310,147.499,0.661391
277.320,147.556,0.797335
277.330,147.257,0.622063
277.340,146.885,0.694432
277.350,146.994,0.610868
277.360,147.764,0.510650
277.370,73.915,0.250634
277.380,148.870,0.395701
277.390,148.475,0.451498
277.400,347.706,0.320587
277.410,353.821,0.263642
277.420,354.238,0.339542
277.430,350.673,0.429083
277.440,347.255,0.573120
277.450,342.667,0.474648
277.460,341.904,0.260145
277.470,147.573,0.175667
277.480,147.445,0.183707
277.490,146.990,0.267851
277.500,148.182,0.110041
277.510,156.598,0.123989
277.520,180.968,0.172991
277.530,179.769,0.168082
277.540,176.929,0.156290
277.550,173.357,0.155082
277.560,38.463,0.030791
277.570,32.603,0.046305
277.580,32.935,0.312539
277.590,33.096,0.186942
277.600,132.525,0.149473
277.610,131.387,0.361035
277.620,130.025,0.387794
277.630,131.903,0.163480
277.640,134.567,0.090043
277.650,132.397,0.074942
277.660,291.788,0.041517
277.670,131.901,0.115528
277.680,130.748,0.300016
277.690,130.836,0.146067
277.700,149.334,0.285924
277.710,149.262,0.281325
277.720,145.159,0.169307
277.730,135.305,0.300678
277.740,134.341,0.276917
277.750,146.694,0.247669
277.760,145.647,0.270716
277.770,432.088,0.193664
277.780,140.409,0.224234
277.790,413.433,0.243929
277.800,413.080,0.200202
277.810,139.699,0.117131
277.820,415.577,0.183705
277.830,430.801,0.437686
277.840,147.580,0.372670
277.850,149.264,0.497123
277.860,149.242,0.385111
277.870,148.647,0.313879
277.880,447.213,0.373199
277.890,148.493,0.364139
277.900,148.371,0.312612
277.910,147.087,0.255000
277.920,296.386,0.326289
277.930,294.978,0.205952
277.940,296.459,0.449178
277.950,296.494,0.500515
277.960,294.639,0.620790
277.970,294.643,0.461634
277.980,293.529,0.512411
277.990,293.725,0.306277
278.000,436.482,0.276010
278.010,436.140,0.245200
278.020,143.338,0.257228
278.030,435.225,0.252611
278.040,435.938,0.262753
278.050,294.644,0.393230
278.060,432.155,0.229280
278.070,295.195,0.356908
278.080,292.539,0.374141
278.090,290.310,0.541201
278.100,287.700,0.621150
278.110,285.008,0.553947
278.120,422.534,0.233575
278.130,418.682,0.555010
278.140,417.565,0.369554
278.150,207.690,0.306738
278.160,206.810,0.238731
278.170,205.566,0.281767
278.180,201.425,0.309336
278.190,199.132,0.304063
278.200,201.103,0.255392
278.210,398.381,0.275839
278.220,223.338,0.182217
278.230,389.907,0.472857
278.240,389.965,0.699354
278.250,391.890,0.505352
278.260,223.966,0.205445
278.270,224.684,0.252971
278.280,223.192,0.417042
278.290,220.683,0.155523
278.300,222.388,0.257304
278.310,227.334,0.280479
278.320,118.335,0.244702
278.330,179.686,0.234349
